date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:19:02	164103/164103	---M--	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2009:19:01%20GMT	https://www.laurettefugain.org/	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/index.html	(from )
10:19:03	3106/3106	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Feb%202024%2017:28:50%20GMT	https://www.laurettefugain.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-public.css?ver=3.1.8	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-public3a79.css	(from https://www.laurettefugain.org/)
10:19:03	3277/-1	---M--	403	error ('Forbidden')	text/html	date:Mon,%2018%20Mar%202024%2009:19:03%20GMT	https://www.laurettefugain.org/feed/	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/feed/index.html	(from https://www.laurettefugain.org/)
10:19:03	3293/-1	---M--	403	error ('Forbidden')	text/html	date:Mon,%2018%20Mar%202024%2009:19:03%20GMT	https://www.laurettefugain.org/comments/feed/	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/comments/feed/index.html	(from https://www.laurettefugain.org/)
10:19:03	30236/30236	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Dec%202021%2015:02:18%20GMT	https://www.laurettefugain.org/wp-content/plugins/bbpress/templates/default/css/bbpress.min.css?ver=2.6.9	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/bbpress/templates/default/css/bbpress.mina19e.css	(from https://www.laurettefugain.org/)
10:19:04	10744/10744	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Feb%202024%2017:29:40%20GMT	https://www.laurettefugain.org/wp-content/plugins/da-reactions/assets/dist/public-style.css?ver=5.1.3	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/da-reactions/assets/dist/public-stylebdeb.css	(from https://www.laurettefugain.org/)
10:19:05	985/985	---M--	200	added ('OK')	text/css	date:Thu,%2022%20Feb%202024%2012:38:07%20GMT	https://www.laurettefugain.org/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/peel/peel.css?ver=1.13.1	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/peel/peel0028.css	(from https://www.laurettefugain.org/)
10:19:05	27249/27249	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Feb%202024%2017:28:50%20GMT	https://www.laurettefugain.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-gdpr.css?ver=3.1.8	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-gdpr3a79.css	(from https://www.laurettefugain.org/)
10:19:05	9503/9503	---M--	200	added ('OK')	text/css	date:Thu,%2022%20Feb%202024%2012:38:07%20GMT	https://www.laurettefugain.org/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min.css?ver=2.4.0	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min8d5a.css	(from https://www.laurettefugain.org/)
10:19:06	26702/26702	---M--	200	added ('OK')	text/css	date:Wed,%2007%20Feb%202024%2012:15:45%20GMT	https://www.laurettefugain.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=1.0	C:/My%20Web%20Sites/www.laurettefugain.org/www.laurettefugain.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min5152.css	(from https://www.laurettefugain.org/)
